test,answer,is_complete,t_wasp,t_solver,n_solver,n_paths,instructions
_build/array-fpi/mods.wat,True,False,895.11,0.089259,3,4,1218260808
_build/array-fpi/ifncompf.wat,False,False,0.17,0.0,0,1,418514
_build/array-fpi/ifeqn5f.wat,False,False,0.14,0.0,0,1,378444
_build/array-fpi/ifeqn4f.wat,False,False,0.08,0.0,0,1,171553
_build/array-fpi/modp.wat,True,False,904.26,137.469964,64,64,91513178
_build/array-fpi/ifeqn3f.wat,False,False,0.17,0.0,0,1,433081
_build/array-fpi/modn.wat,True,False,895.12,1.959554,17,18,1595479243
_build/array-fpi/ifeqn2f.wat,False,False,0.22,0.0,0,1,578086
_build/array-fpi/indp5.wat,True,False,895.1,0.382299,3,4,1121373412
_build/array-fpi/ifeqn1f.wat,False,False,0.29,0.0,0,1,816123
_build/array-fpi/indp4.wat,True,False,895.12,0.306516,6,7,1296016402
_build/array-fpi/ifcompf.wat,False,False,0.16,0.0,0,1,361560
_build/array-fpi/indp3.wat,True,False,895.1,0.359902,10,11,1165681147
_build/array-fpi/indp2.wat,True,False,895.1,0.508876,6,7,1351644971
_build/array-fpi/eqn5f.wat,False,False,0.31,0.0,0,1,843988
_build/array-fpi/ifncomp.wat,True,False,895.09,0.989294,6,7,1043024605
_build/array-fpi/eqn4f.wat,False,False,0.11,0.0,0,1,212370
_build/array-fpi/ifeqn5.wat,True,False,895.12,0.416111,6,7,1256871389
_build/array-fpi/ifeqn4.wat,True,False,895.13,0.552158,9,10,1242589861
_build/array-fpi/eqn3f.wat,False,False,0.27,0.0,0,1,790948
_build/array-fpi/ifeqn3.wat,True,False,895.12,2.078275,14,15,1249421597
_build/array-fpi/eqn2f.wat,False,False,0.28,0.0,0,1,791390
_build/array-fpi/eqn1f.wat,False,False,0.22,0.0,0,1,513742
_build/array-fpi/condnf.wat,False,False,0.1,0.0,0,1,224678
_build/array-fpi/ifeqn2.wat,True,False,895.11,0.764332,6,7,1242649669
_build/array-fpi/condmf.wat,False,False,0.12,0.0,0,1,227556
_build/array-fpi/ifeqn1.wat,True,False,895.11,0.389758,6,7,1306658634
_build/array-fpi/condgf.wat,False,False,0.13,0.0,0,1,278452
_build/array-fpi/ifcomp.wat,True,False,895.1,0.057531,3,4,1050497640
_build/array-fpi/condaf.wat,False,False,0.14,0.0,0,1,308276
_build/array-fpi/condm.wat,Crash,False,762.19,0.0,0,0,0
_build/array-fpi/brs5f.wat,False,False,0.12,0.0,0,1,265737
_build/array-fpi/eqn5.wat,True,False,895.13,1.291747,10,11,1334155915
_build/array-fpi/brs4f.wat,False,False,0.03,0.0,0,1,28531
_build/array-fpi/eqn4.wat,True,False,895.1,0.539034,6,7,1335845938
_build/array-fpi/brs3f.wat,False,False,0.07,0.0,0,1,78266
_build/array-fpi/eqn3.wat,True,False,895.1,0.466976,3,4,1345667292
_build/array-fpi/brs2f.wat,False,False,0.06,0.0,0,1,125807
_build/array-fpi/eqn2.wat,True,False,895.13,0.210982,6,7,1361393451
_build/array-fpi/brs1f.wat,False,False,0.1,0.0,0,1,196336
_build/array-fpi/eqn1.wat,True,False,895.16,0.053709,3,4,1636924068
_build/array-fpi/condn.wat,True,False,895.14,0.09027,1,2,1454921411
_build/seq-pthread/cs_szymanski.wat,Crash,False,0.25,0.0,0,0,0
_build/seq-pthread/cs_time_var_mutex.wat,Crash,False,0.72,0.0,0,0,0
_build/array-fpi/brs2.wat,Crash,False,332.97,0.0,0,0,0
_build/array-fpi/condg.wat,True,False,895.13,0.057678,3,4,1344291931
_build/array-fpi/conda.wat,True,False,895.13,0.090952,3,4,1398065377
_build/array-fpi/brs5.wat,True,False,895.12,0.135135,3,4,1588222844
_build/array-fpi/brs4.wat,True,False,895.17,0.283118,6,7,1562796551
_build/array-fpi/brs3.wat,True,False,895.15,0.215323,5,6,1578434939
_build/array-fpi/brs1.wat,True,False,895.06,0.280972,8,9,37274488
_build/seq-pthread/cs_peterson.wat,Crash,False,0.25,0.0,0,0,0
_build/seq-pthread/cs_stateful-2.wat,True,False,895.04,842.836853,793,793,12767868
_build/seq-pthread/cs_lamport.wat,Crash,False,0.23,0.0,0,0,0
_build/seq-pthread/cs_sync.wat,True,False,895.44,831.770877,1201,1201,15742495
_build/seq-pthread/cs_stateful-1.wat,True,False,896.25,841.599712,821,821,13689043
_build/seq-pthread/cs_stack-2.wat,True,False,897.63,861.924552,994,994,10911995
_build/seq-pthread/cs_stack-1.wat,True,False,895.9,817.161328,1256,1256,18632876
_build/seq-pthread/cs_dekker.wat,Crash,False,0.45,0.0,0,0,0
_build/nla-digbench-scaling/sqrt1-ll_valuebound5.wat,True,True,0.12,0.073763,4,4,6833
_build/nla-digbench-scaling/sqrt1-ll_valuebound50.wat,True,True,0.24,0.166426,9,9,35673
_build/nla-digbench-scaling/sqrt1-ll_valuebound2.wat,True,True,0.09,0.054011,3,3,3702
_build/nla-digbench-scaling/sqrt1-ll_valuebound20.wat,True,True,0.16,0.105852,6,6,15732
_build/nla-digbench-scaling/sqrt1-ll_valuebound1.wat,True,True,0.1,0.055529,3,3,3702
_build/nla-digbench-scaling/sqrt1-ll_valuebound10.wat,True,True,0.14,0.094743,5,5,10843
_build/nla-digbench-scaling/sqrt1-ll_valuebound100.wat,True,True,0.33,0.247368,12,12,63525
_build/nla-digbench-scaling/sqrt1-ll_unwindbound5.wat,True,True,0.16,0.099064,6,6,25102
_build/nla-digbench-scaling/sqrt1-ll_unwindbound50.wat,True,True,3.14,2.392774,51,51,1496062
_build/nla-digbench-scaling/sqrt1-ll_unwindbound2.wat,True,True,0.09,0.051588,3,3,7102
_build/nla-digbench-scaling/sqrt1-ll_unwindbound20.wat,True,True,0.65,0.48005,21,21,265222
_build/nla-digbench-scaling/sqrt1-ll_unwindbound1.wat,True,True,0.09,0.036912,2,2,3326
_build/nla-digbench-scaling/sqrt1-ll_unwindbound10.wat,True,True,0.28,0.197061,11,11,77342
_build/nla-digbench-scaling/sqrt1-ll_unwindbound100.wat,True,True,16.34,13.742229,101,101,5771462
_build/nla-digbench-scaling/ps6-ll_valuebound5.wat,True,True,0.19,0.13374,7,7,18671
_build/nla-digbench-scaling/ps6-ll_valuebound50.wat,True,True,3.65,2.92567,52,52,1011686
_build/nla-digbench-scaling/ps6-ll_valuebound2.wat,True,True,0.12,0.069146,4,4,6038
_build/nla-digbench-scaling/ps6-ll_valuebound20.wat,True,True,0.76,0.587255,22,22,182276
_build/nla-digbench-scaling/ps6-ll_valuebound1.wat,True,True,0.08,0.046526,3,3,3315
_build/nla-digbench-scaling/ps6-ll_valuebound10.wat,True,True,0.29,0.219929,12,12,54606
_build/nla-digbench-scaling/ps6-ll_valuebound100.wat,True,True,17.84,15.407836,102,102,3882036
_build/nla-digbench-scaling/ps6-ll_unwindbound5.wat,False,False,0.03,0.0,0,1,5850
_build/nla-digbench-scaling/ps6-ll_unwindbound50.wat,False,False,0.06,0.0,0,1,49320
_build/nla-digbench-scaling/ps6-ll_unwindbound2.wat,False,False,0.05,0.0,0,1,2952
_build/nla-digbench-scaling/ps6-ll_unwindbound20.wat,False,False,0.05,0.0,0,1,20340
_build/nla-digbench-scaling/ps6-ll_unwindbound1.wat,False,False,0.03,0.0,0,1,1986
_build/nla-digbench-scaling/ps6-ll_unwindbound10.wat,False,False,0.03,0.0,0,1,10680
_build/nla-digbench-scaling/ps6-ll_unwindbound100.wat,False,False,0.21,0.083659,3,4,131332
_build/nla-digbench-scaling/ps5-ll_valuebound5.wat,True,True,0.18,0.128183,7,7,16970
_build/nla-digbench-scaling/ps5-ll_valuebound50.wat,True,True,3.52,2.90921,52,52,911165
_build/nla-digbench-scaling/ps5-ll_valuebound2.wat,True,True,0.12,0.074633,4,4,5525
_build/nla-digbench-scaling/ps5-ll_valuebound20.wat,True,True,0.8,0.618324,22,22,164510
_build/nla-digbench-scaling/ps5-ll_valuebound1.wat,True,True,0.1,0.056377,3,3,3048
_build/nla-digbench-scaling/ps5-ll_valuebound10.wat,True,True,0.31,0.232936,12,12,49425
_build/seq-pthread/cs_read_write_lock-2.wat,True,False,896.4,860.418053,743,743,11053603
_build/nla-digbench-scaling/ps5-ll_unwindbound5.wat,False,False,0.03,0.0,0,1,5364
_build/nla-digbench-scaling/ps5-ll_unwindbound50.wat,False,False,0.05,0.0,0,1,44784
_build/nla-digbench-scaling/ps5-ll_unwindbound2.wat,False,False,0.05,0.0,0,1,2736
_build/nla-digbench-scaling/ps5-ll_unwindbound20.wat,False,False,0.04,0.0,0,1,18504
_build/nla-digbench-scaling/ps5-ll_unwindbound1.wat,False,False,0.03,0.0,0,1,1860
_build/nla-digbench-scaling/ps5-ll_unwindbound10.wat,False,False,0.04,0.0,0,1,9744
_build/nla-digbench-scaling/ps5-ll_unwindbound100.wat,False,False,0.17,0.074547,3,4,118324
_build/nla-digbench-scaling/ps4-ll_valuebound5.wat,True,True,0.18,0.132313,7,7,14615
_build/nla-digbench-scaling/ps4-ll_valuebound50.wat,True,True,3.43,2.935843,52,52,782135
_build/nla-digbench-scaling/ps4-ll_valuebound2.wat,True,True,0.11,0.066682,4,4,4775
_build/nla-digbench-scaling/ps4-ll_valuebound20.wat,True,True,0.68,0.560479,22,22,141305
_build/nla-digbench-scaling/ps4-ll_valuebound1.wat,True,True,0.09,0.050613,3,3,2643
_build/nla-digbench-scaling/ps4-ll_valuebound10.wat,True,True,0.3,0.236068,12,12,42495
_build/nla-digbench-scaling/ps5-ll_valuebound100.wat,True,True,17.74,15.693471,102,102,3493590
_build/nla-digbench-scaling/ps4-ll_unwindbound5.wat,False,False,0.05,0.0,0,1,4497
_build/nla-digbench-scaling/ps4-ll_unwindbound50.wat,False,False,0.04,0.0,0,1,38787
_build/nla-digbench-scaling/ps4-ll_unwindbound2.wat,False,False,0.04,0.0,0,1,2211
_build/nla-digbench-scaling/ps4-ll_unwindbound20.wat,False,False,0.04,0.0,0,1,15927
_build/nla-digbench-scaling/ps4-ll_unwindbound1.wat,False,False,0.02,0.0,0,1,1449
_build/nla-digbench-scaling/ps4-ll_unwindbound10.wat,False,False,0.03,0.0,0,1,8307
_build/nla-digbench-scaling/ps4-ll_unwindbound100.wat,False,False,0.16,0.067436,1,2,146555
_build/nla-digbench-scaling/ps3-ll_valuebound5.wat,True,True,0.16,0.107761,7,7,12503
_build/nla-digbench-scaling/ps3-ll_valuebound50.wat,True,True,2.2,1.790032,52,52,706808
_build/nla-digbench-scaling/ps3-ll_valuebound2.wat,True,True,0.15,0.098145,4,4,3944
_build/nla-digbench-scaling/ps3-ll_valuebound20.wat,True,True,0.62,0.49186,22,22,126038
_build/nla-digbench-scaling/ps3-ll_valuebound1.wat,True,True,0.1,0.057141,3,3,2139
_build/nla-digbench-scaling/ps3-ll_valuebound10.wat,True,True,0.28,0.212263,12,12,37248
_build/nla-digbench-scaling/ps4-ll_valuebound100.wat,True,True,17.11,15.515484,102,102,2998185
_build/nla-digbench-scaling/ps3-ll_unwindbound5.wat,True,True,0.16,0.094297,6,6,15192
_build/nla-digbench-scaling/ps3-ll_unwindbound50.wat,True,True,2.17,1.680772,51,51,938142
_build/nla-digbench-scaling/ps3-ll_unwindbound2.wat,True,True,0.11,0.050983,3,3,4206
_build/nla-digbench-scaling/ps3-ll_unwindbound20.wat,True,True,0.57,0.418818,21,21,164892
_build/nla-digbench-scaling/ps3-ll_unwindbound1.wat,True,True,0.06,0.033054,2,2,1948
_build/nla-digbench-scaling/ps3-ll_unwindbound10.wat,True,True,0.24,0.174677,11,11,47542
_build/nla-digbench-scaling/ps3-ll_valuebound100.wat,True,True,9.8,8.556859,102,102,2722758
_build/nla-digbench-scaling/ps2-ll_valuebound5.wat,True,True,0.14,0.104605,7,7,10007
_build/nla-digbench-scaling/ps2-ll_valuebound50.wat,True,True,1.53,1.249244,52,52,566432
_build/nla-digbench-scaling/ps2-ll_valuebound2.wat,True,True,0.1,0.070471,4,4,3152
_build/nla-digbench-scaling/ps2-ll_valuebound20.wat,True,True,0.49,0.368913,22,22,100982
_build/nla-digbench-scaling/ps2-ll_valuebound1.wat,True,True,0.08,0.048967,3,3,1707
_build/nla-digbench-scaling/ps2-ll_valuebound10.wat,True,True,0.23,0.180608,12,12,29832
_build/nla-digbench-scaling/ps3-ll_unwindbound100.wat,True,True,10.18,8.635832,101,101,3630892
_build/nla-digbench-scaling/ps2-ll_unwindbound5.wat,True,True,0.18,0.123728,6,6,12568
_build/nla-digbench-scaling/ps2-ll_valuebound100.wat,True,True,5.81,4.935321,102,102,2182182
_build/nla-digbench-scaling/ps2-ll_unwindbound2.wat,True,True,0.08,0.055643,3,3,3505
_build/nla-digbench-scaling/ps2-ll_unwindbound20.wat,True,True,0.51,0.371598,21,21,135913
_build/nla-digbench-scaling/ps2-ll_unwindbound1.wat,True,True,0.08,0.03475,2,2,1640
_build/nla-digbench-scaling/ps2-ll_unwindbound10.wat,True,True,0.23,0.171332,11,11,39233
_build/nla-digbench-scaling/ps2-ll_unwindbound50.wat,True,True,1.74,1.344871,51,51,772753
_build/nla-digbench-scaling/prodbin-ll_valuebound5.wat,True,True,2.16,2.111314,8,8,9204
_build/nla-digbench-scaling/ps2-ll_unwindbound100.wat,True,True,6.23,5.078304,101,101,2990153
_build/nla-digbench-scaling/prodbin-ll_valuebound2.wat,True,True,0.52,0.485957,5,5,3202
_build/seq-pthread/cs_read_write_lock-1.wat,True,False,895.5,826.711287,945,945,15475994
_build/nla-digbench-scaling/prodbin-ll_valuebound1.wat,True,True,0.21,0.172175,4,4,1552
_build/nla-digbench-scaling/prodbin-ll_valuebound10.wat,True,True,9.06,8.984485,13,13,21446
_build/seq-pthread/cs_queue-2.wat,True,False,895.29,858.907173,723,723,8490633
_build/nla-digbench-scaling/prodbin-ll_unwindbound5.wat,False,False,0.02,0.0,0,1,4129
_build/seq-pthread/cs_queue-1.wat,True,False,895.06,694.579075,1386,1386,40762061
_build/nla-digbench-scaling/prodbin-ll_unwindbound2.wat,False,False,0.04,0.0,0,1,1942
_build/nla-digbench-scaling/prodbin-ll_unwindbound20.wat,False,False,3.13,3.060191,2,3,18219
_build/nla-digbench-scaling/prodbin-ll_unwindbound1.wat,False,False,0.04,0.0,0,1,1409
_build/nla-digbench-scaling/prodbin-ll_valuebound20.wat,True,True,43.35,43.235075,23,23,50376
_build/nla-digbench-scaling/prodbin-ll_unwindbound10.wat,False,False,8.48,8.419501,4,5,20466
_build/nla-digbench-scaling/prod4br-ll_valuebound5.wat,True,True,26.62,26.448916,23,23,63385
_build/seq-pthread/cs_fib_longer-2.wat,True,False,895.05,801.757252,941,941,20067793
_build/seq-pthread/cs_lazy.wat,True,False,896.05,835.396257,988,988,15634096
_build/seq-pthread/cs_fib_longer-1.wat,True,False,895.93,797.112072,965,965,20629403
_build/nla-digbench-scaling/prod4br-ll_valuebound2.wat,True,True,1.14,1.075502,8,8,9615
_build/nla-digbench-scaling/prod4br-ll_valuebound1.wat,True,True,0.25,0.211827,5,5,3253
_build/seq-pthread/cs_fib-2.wat,True,False,896.04,811.545051,934,934,18897368
_build/nla-digbench-scaling/prod4br-ll_unwindbound5.wat,False,False,0.04,0.0,0,1,5902
_build/nla-digbench-scaling/prod4br-ll_unwindbound50.wat,False,False,47.45,47.262982,8,9,120979
_build/nla-digbench-scaling/prod4br-ll_unwindbound2.wat,False,False,0.03,0.0,0,1,2966
_build/nla-digbench-scaling/prod4br-ll_unwindbound20.wat,False,False,5.91,5.833285,3,4,39908
_build/nla-digbench-scaling/prod4br-ll_unwindbound1.wat,False,False,0.02,0.0,0,1,2113
_build/nla-digbench-scaling/prod4br-ll_unwindbound10.wat,False,False,1.2,1.128667,1,2,23363
_build/nla-digbench-scaling/prodbin-ll_valuebound50.wat,True,True,373.46,373.149367,53,53,153970
_build/seq-pthread/cs_fib-1.wat,True,False,895.06,812.082277,978,978,19647696
_build/nla-digbench-scaling/prod4br-ll_valuebound10.wat,True,True,491.86,491.432502,68,68,279494
_build/nla-digbench-scaling/prodbin-ll_valuebound100.wat,True,False,919.99,888.787192,86,86,289350
_build/nla-digbench-scaling/prodbin-ll_unwindbound100.wat,True,False,945.46,877.009809,19,19,246796
_build/nla-digbench-scaling/prod4br-ll_valuebound50.wat,True,False,913.88,876.720485,81,81,392426
_build/nla-digbench-scaling/prod4br-ll_valuebound100.wat,True,False,904.73,889.303539,77,77,457106
_build/nla-digbench-scaling/prod4br-ll_valuebound20.wat,True,False,918.34,892.080853,94,94,432083
_build/nla-digbench-scaling/mannadiv_unwindbound5.wat,False,False,0.03,0.0,0,1,3833
_build/nla-digbench-scaling/mannadiv_unwindbound50.wat,False,False,0.04,0.0,0,1,31931
_build/nla-digbench-scaling/mannadiv_unwindbound2.wat,False,False,0.02,0.0,0,1,1967
_build/nla-digbench-scaling/mannadiv_unwindbound20.wat,False,False,0.04,0.0,0,1,13163
_build/nla-digbench-scaling/mannadiv_unwindbound1.wat,False,False,0.02,0.0,0,1,1345
_build/nla-digbench-scaling/mannadiv_unwindbound10.wat,False,False,0.03,0.0,0,1,6943
_build/nla-digbench-scaling/mannadiv_unwindbound100.wat,False,False,0.12,0.062021,3,4,67455
_build/nla-digbench-scaling/lcm2_valuebound5.wat,True,True,1.47,1.376369,23,23,41637
_build/nla-digbench-scaling/prod4br-ll_unwindbound100.wat,True,False,936.03,880.822182,29,29,496228
_build/nla-digbench-scaling/lcm2_valuebound2.wat,True,True,0.24,0.176196,7,7,3941
_build/nla-digbench-scaling/mannadiv_valuebound5.wat,True,False,895.33,0.078802,3,4,2940792253
_build/nla-digbench-scaling/lcm2_valuebound1.wat,True,True,0.16,0.112364,5,5,1317
_build/nla-digbench-scaling/lcm2_valuebound10.wat,True,True,12.5,12.235615,67,67,205853
_build/nla-digbench-scaling/mannadiv_valuebound50.wat,True,False,895.41,0.067101,3,4,2887989743
_build/nla-digbench-scaling/lcm2_valuebound20.wat,True,True,256.92,255.624614,259,259,1203173
_build/nla-digbench-scaling/mannadiv_valuebound2.wat,True,False,895.33,0.061601,3,4,2888573022
_build/nla-digbench-scaling/prodbin-ll_unwindbound50.wat,True,False,1534.0,300.759568,14,14,131783
_build/nla-digbench-scaling/mannadiv_valuebound20.wat,True,False,895.47,0.101625,3,4,2855494771
_build/nla-digbench-scaling/mannadiv_valuebound10.wat,True,False,895.06,0.114358,4,5,37913213
_build/nla-digbench-scaling/mannadiv_valuebound1.wat,True,False,895.46,0.065811,2,3,2849152025
_build/nla-digbench-scaling/mannadiv_valuebound100.wat,True,False,895.49,0.092781,3,4,2871135794
_build/nla-digbench-scaling/lcm1_valuebound5.wat,True,True,2.17,2.053593,23,23,73842
_build/nla-digbench-scaling/lcm2_valuebound50.wat,True,False,897.08,889.065994,318,318,2266339
_build/nla-digbench-scaling/lcm1_valuebound2.wat,True,True,0.27,0.205986,7,7,6748
_build/nla-digbench-scaling/lcm2_valuebound100.wat,True,False,897.49,883.849923,184,184,2380365
_build/nla-digbench-scaling/lcm1_valuebound1.wat,True,True,0.14,0.109052,5,5,1430
_build/nla-digbench-scaling/lcm1_valuebound10.wat,True,True,21.04,20.669743,67,67,331219
_build/nla-digbench-scaling/lcm2_unwindbound50.wat,True,False,897.91,740.273904,36,37,887889
_build/nla-digbench-scaling/lcm1_unwindbound5.wat,False,False,0.06,0.0,0,1,4555
_build/nla-digbench-scaling/lcm1_unwindbound50.wat,False,False,1.49,1.329245,6,7,96682
_build/nla-digbench-scaling/lcm1_unwindbound2.wat,False,False,0.04,0.0,0,1,2426
_build/nla-digbench-scaling/lcm1_unwindbound20.wat,False,False,1.12,1.054765,5,6,32079
_build/nla-digbench-scaling/lcm1_unwindbound1.wat,False,False,0.02,0.0,0,1,1621
_build/nla-digbench-scaling/lcm1_unwindbound10.wat,False,False,0.56,0.486401,4,5,16428
_build/nla-digbench-scaling/lcm1_unwindbound100.wat,False,False,165.12,38.734707,11,12,370997
_build/nla-digbench-scaling/hard-u_valuebound5.wat,True,True,0.29,0.215344,9,9,25709
_build/nla-digbench-scaling/lcm2_unwindbound20.wat,True,False,916.06,885.695638,80,80,1035324
_build/nla-digbench-scaling/hard-u_valuebound2.wat,True,True,0.21,0.144302,6,6,9533
_build/nla-digbench-scaling/hard-u_valuebound20.wat,True,True,1.32,1.155439,24,24,138488
_build/nla-digbench-scaling/hard-u_valuebound1.wat,True,True,0.16,0.12218,5,5,5095
_build/nla-digbench-scaling/hard-u_valuebound10.wat,True,True,0.5,0.408489,14,14,59113
_build/nla-digbench-scaling/hard-u_valuebound50.wat,True,True,7.21,6.787671,54,54,424097
_build/nla-digbench-scaling/hard-u_unwindbound5.wat,False,False,0.1,0.03723,2,3,11301
_build/nla-digbench-scaling/hard-u_unwindbound50.wat,False,False,0.1,0.037267,2,3,52926
_build/nla-digbench-scaling/hard-u_unwindbound2.wat,False,False,0.07,0.034165,2,3,4638
_build/nla-digbench-scaling/hard-u_unwindbound20.wat,False,False,0.11,0.05315,3,4,25242
_build/nla-digbench-scaling/hard-u_unwindbound1.wat,False,False,0.07,0.034658,2,3,3331
_build/nla-digbench-scaling/hard-u_unwindbound10.wat,False,False,0.12,0.055897,3,4,15992
